,1,2
199,896,1110
200,387,263
201,485,1294
202,757,456
203,626,27
204,83,1012
205,515,441
206,1200,374
207,795,533
208,1257,1269
209,427,1035
210,91,944
211,374,324
212,34,698
213,1060,10
214,556,977
215,1071,776
216,976,1147
217,546,1366
218,1237,582
219,267,1274
220,700,1325
221,1341,1334
222,229,309
223,61,709
224,513,1018
225,740,389
226,1186,1198
227,80,128
228,957,246
229,107,1254
230,1255,1262
231,955,745
232,893,1195
233,602,941
234,94,684
235,261,715
236,209,277
237,320,539
238,1264,867
239,379,668
240,1070,842
241,940,442
242,1155,143
243,1021,1078
244,654,268
245,598,1221
246,281,900
247,313,965
248,30,185
249,424,926
250,794,71
251,512,117
252,805,730
253,514,626
254,939,695
255,41,135
256,202,151
257,702,1364
258,1290,1065
259,1278,970
260,283,216
261,147,656
262,594,703
263,928,372
264,597,469
265,1117,570
266,614,1077
267,990,379
268,1039,791
269,185,1036
270,222,487
271,789,774
272,764,391
273,411,418
274,879,572
275,103,288
276,6,24
277,1248,646
278,662,176
279,713,889
280,596,1127
281,120,51
282,286,1212
283,7,1136
284,1340,132
285,538,689
286,186,958
287,499,673
288,650,1128
289,155,645
290,1307,871
291,994,1202
292,867,1040
293,971,548
294,1121,1207
295,1173,257
296,295,1068
297,806,1011
298,434,1072
299,243,260
300,298,62
301,414,209
302,461,693
303,1285,676
304,22,466
305,445,1311
306,481,40
307,941,796
308,257,744
309,1354,350
310,870,361
311,985,426
312,102,1368
313,1142,1307
314,1160,678
315,833,179
316,208,1367
317,1299,1153
318,431,603
319,141,526
320,292,1360
321,635,1119
322,615,1215
323,872,701
324,410,252
325,391,319
326,668,1288
327,143,7
328,359,416
329,1093,590
330,322,1200
331,419,619
332,802,596
333,552,1365
334,99,93
335,531,19
336,1297,1045
337,51,628
338,66,28
339,1031,1303
340,447,159
341,395,940
342,709,21
343,380,604
344,1204,1135
345,279,888
346,365,1177
347,1221,1317
348,978,183
349,1139,1047
350,151,520
351,1082,1289
352,720,1095
353,1095,444
354,1166,566
355,287,225
356,1322,1156
357,730,1218
358,882,454
359,1199,415
360,584,1292
361,1363,555
362,1183,327
363,1282,1088
364,1015,362
365,1361,104
366,1090,988
367,997,113
368,488,639
369,134,499
370,932,901
371,1127,351
372,832,485
373,269,314
374,748,1226
375,844,26
376,335,841
377,109,227
378,472,1061
379,82,473
380,1289,238
381,495,1155
382,1247,751
383,300,1319
384,1351,1141
385,1049,1059
386,420,1134
387,361,530
388,1359,962
389,341,512
390,275,1194
391,366,453
392,793,285
393,786,1222
394,964,742
395,183,787
396,88,1074
397,328,588
398,972,413
399,1233,827
400,732,959
401,212,465
402,396,1362
403,712,229
404,1301,486
405,1047,440
406,894,0
407,1149,833
408,640,290
409,1342,783
410,382,198
411,554,471
412,1059,884
413,891,1160
414,187,1230
415,899,192
416,772,1244
417,96,634
418,1064,1050
419,108,1005
420,688,35
421,1146,627
422,336,523
423,13,1038
424,846,731
425,312,231
426,1122,816
427,813,230
428,1062,561
429,745,616
430,633,819
431,752,496
432,305,508
433,421,863
434,991,1245
435,282,577
436,590,718
437,1137,86
438,698,986
439,1164,1109
440,470,1227
441,1302,167
442,1284,738
443,175,748
444,403,622
445,1258,727
446,1011,625
447,259,476
448,591,1145
449,1103,67
450,347,543
451,31,1323
452,753,527
453,557,546
454,967,464
455,494,610
456,766,973
457,1324,1122
458,67,886
459,876,1090
460,814,278
461,124,153
462,1288,1316
463,482,643
464,711,915
465,236,549
466,1266,910
467,770,682
468,370,495
469,1115,1182
470,897,438
471,1112,1216
472,963,326
473,367,468
474,190,635
475,800,344
476,1040,686
477,101,952
478,401,741
479,911,985
480,32,369
481,725,1299
482,1355,712
483,689,1114
484,1226,1223
485,949,560
486,933,713
487,986,119
488,541,129
489,782,854
490,483,522
491,836,1075
492,694,1201
493,733,633
494,1236,726
495,1350,409
496,1019,276
497,576,424
498,767,3
499,1241,1097
500,863,1001
501,285,248
502,256,1186
503,60,355
504,469,181
505,575,394
506,1001,265
507,820,1151
508,1128,259
509,811,1084
510,1268,1096
511,254,803
512,981,211
513,442,1204
514,492,293
515,543,587
516,781,266
517,450,1120
518,539,917
519,609,1106
520,642,1014
521,708,1161
522,1052,214
523,318,1164
524,1357,1067
525,1303,16
526,435,370
527,215,1176
528,272,1129
529,505,433
530,1038,1172
531,930,420
532,119,124
533,775,203
534,831,984
535,797,759
536,449,1275
537,1144,823
538,965,98
539,785,558
540,1223,112
541,1321,875
542,684,323
543,578,758
544,685,595
545,1362,1351
546,73,1137
547,519,1270
548,307,312
549,1036,542
550,1310,948
551,950,743
552,563,851
553,610,307
554,1176,75
555,1075,1146
556,1097,1338
557,827,1100
558,970,481
559,1030,781
560,856,1287
561,1286,963
562,778,282
563,412,857
564,1178,1300
565,97,704
566,974,1331
567,299,254
568,583,795
569,1024,470
570,1339,1256
571,665,189
572,1218,938
573,1250,1103
574,416,804
575,838,911
576,634,1058
577,1085,624
578,671,801
579,835,173
580,1147,879
581,1272,700
582,1292,1290
583,983,387
584,1073,1320
585,455,363
586,314,617
587,45,329
588,405,123
589,1,1102
590,923,980
591,810,648
592,710,353
593,819,864
594,692,692
595,176,990
596,1054,664
597,739,979
598,599,1131
599,39,256
600,1329,1359
601,580,1333
602,40,837
603,942,672
604,1208,488
605,601,170
606,498,868
607,948,853
608,719,96
609,1042,937
610,1210,976
611,1099,723
612,65,1326
613,448,445
614,1368,1332
615,1319,1179
616,1114,885
617,914,732
618,1194,535
619,1298,207
620,1296,81
621,1076,1280
622,293,923
623,1259,564
624,691,222
625,140,1205
626,113,137
627,1180,1224
628,297,349
629,346,640
630,1327,808
631,522,567
632,189,1024
633,301,866
634,673,1301
635,1029,423
636,362,139
637,357,213
638,877,1348
639,954,411
640,1140,722
641,228,931
642,1347,218
643,1138,298
644,355,807
645,372,957
646,284,618
647,135,584
648,437,360
649,29,6
650,987,29
651,196,1115
652,929,408
653,496,1341
654,122,953
655,170,1183
656,828,620
657,788,95
658,572,621
659,1336,909
660,545,788
661,24,1343
662,252,881
663,1244,892
664,823,1121
665,2,121
666,1096,208
667,839,247
668,1349,340
669,194,835
670,1254,771
671,1314,427
672,77,58
673,220,770
674,586,1154
675,316,291
676,873,677
677,641,1247
678,749,820
679,999,15
680,258,975
681,473,793
682,960,679
683,253,164
684,1240,14
685,631,1174
